HostName,#reads,#writes,total_duration
cernvmbl003.cern.ch,167,83,6.11722e+07
cernvmbl003.cern.ch,167,83,6.11842e+07
cernvmbl003.cern.ch,167,83,6.12144e+07
cernvmbl003.cern.ch,167,83,6.12472e+07
cernvmbl003.cern.ch,167,83,6.12584e+07
cernvmbl003.cern.ch,167,83,6.12584e+07
cernvmbl003.cern.ch,167,83,6.12587e+07
cernvmbl003.cern.ch,167,83,6.12585e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12588e+07
cernvmbl003.cern.ch,167,83,6.12588e+07
cernvmbl003.cern.ch,167,83,6.12588e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12595e+07
cernvmbl003.cern.ch,167,83,6.12593e+07
cernvmbl003.cern.ch,167,83,6.1259e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12593e+07
cernvmbl003.cern.ch,167,83,6.1259e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12597e+07
cernvmbl003.cern.ch,167,83,6.12595e+07
cernvmbl003.cern.ch,167,83,6.12591e+07
cernvmbl003.cern.ch,167,83,6.1259e+07
cernvmbl003.cern.ch,167,83,6.12595e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.1259e+07
cernvmbl003.cern.ch,167,83,6.1259e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12588e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12591e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12591e+07
cernvmbl003.cern.ch,167,83,6.12592e+07
cernvmbl003.cern.ch,167,83,6.12589e+07
cernvmbl003.cern.ch,167,83,6.12593e+07
cernvmbl003.cern.ch,167,83,6.12587e+07
cernvmbl003.cern.ch,167,83,6.12593e+07
cernvmbl003.cern.ch,167,83,6.12584e+07
cernvmbl003.cern.ch,167,83,6.12585e+07
