HostName,#reads,#writes,total_duration
cernvmbl003.cern.ch,168,82,3.12818e+07
cernvmbl003.cern.ch,168,82,3.12794e+07
cernvmbl003.cern.ch,168,82,3.12796e+07
cernvmbl003.cern.ch,168,82,3.12798e+07
cernvmbl003.cern.ch,168,82,3.12792e+07
cernvmbl003.cern.ch,168,82,3.12787e+07
cernvmbl003.cern.ch,168,82,3.12787e+07
cernvmbl003.cern.ch,168,82,3.12767e+07
cernvmbl003.cern.ch,168,82,3.12775e+07
cernvmbl003.cern.ch,168,82,3.12799e+07
cernvmbl003.cern.ch,168,82,3.12773e+07
cernvmbl003.cern.ch,168,82,3.12774e+07
cernvmbl003.cern.ch,168,82,3.1276e+07
cernvmbl003.cern.ch,168,82,3.1277e+07
cernvmbl003.cern.ch,168,82,3.1277e+07
cernvmbl003.cern.ch,168,82,3.12775e+07
cernvmbl003.cern.ch,168,82,3.12768e+07
cernvmbl003.cern.ch,168,82,3.12768e+07
cernvmbl003.cern.ch,168,82,3.1276e+07
cernvmbl003.cern.ch,168,82,3.12771e+07
cernvmbl003.cern.ch,168,82,3.12772e+07
cernvmbl003.cern.ch,168,82,3.12752e+07
cernvmbl003.cern.ch,168,82,3.12769e+07
cernvmbl003.cern.ch,168,82,3.12769e+07
cernvmbl003.cern.ch,168,82,3.12725e+07
cernvmbl003.cern.ch,168,82,3.12761e+07
cernvmbl003.cern.ch,168,82,3.12737e+07
cernvmbl003.cern.ch,168,82,3.1274e+07
cernvmbl003.cern.ch,168,82,3.12756e+07
cernvmbl003.cern.ch,168,82,3.12767e+07
cernvmbl003.cern.ch,168,82,3.12744e+07
cernvmbl003.cern.ch,168,82,3.12765e+07
cernvmbl003.cern.ch,168,82,3.12726e+07
cernvmbl003.cern.ch,168,82,3.12734e+07
cernvmbl003.cern.ch,168,82,3.12728e+07
cernvmbl003.cern.ch,168,82,3.12727e+07
cernvmbl003.cern.ch,168,82,3.1272e+07
cernvmbl003.cern.ch,168,82,3.12715e+07
cernvmbl003.cern.ch,168,82,3.12715e+07
cernvmbl003.cern.ch,168,82,3.12716e+07
cernvmbl003.cern.ch,168,82,3.12716e+07
cernvmbl003.cern.ch,168,82,3.12713e+07
cernvmbl003.cern.ch,168,82,3.12715e+07
cernvmbl003.cern.ch,168,82,3.12716e+07
cernvmbl003.cern.ch,168,82,3.12715e+07
cernvmbl003.cern.ch,168,82,3.12713e+07
cernvmbl003.cern.ch,168,82,3.12717e+07
cernvmbl003.cern.ch,168,82,3.12718e+07
cernvmbl003.cern.ch,168,82,3.12714e+07
cernvmbl003.cern.ch,168,82,3.12712e+07
cernvmbl003.cern.ch,168,82,3.12708e+07
cernvmbl003.cern.ch,168,82,3.12716e+07
cernvmbl003.cern.ch,168,82,3.12718e+07
cernvmbl003.cern.ch,168,82,3.12716e+07
cernvmbl003.cern.ch,168,82,3.12723e+07
cernvmbl003.cern.ch,168,82,3.127e+07
cernvmbl003.cern.ch,168,82,3.12719e+07
cernvmbl003.cern.ch,168,82,3.12703e+07
cernvmbl003.cern.ch,168,82,3.12724e+07
cernvmbl003.cern.ch,168,82,3.12726e+07
cernvmbl003.cern.ch,168,82,3.12714e+07
cernvmbl003.cern.ch,168,82,3.12709e+07
cernvmbl003.cern.ch,168,82,3.12702e+07
cernvmbl003.cern.ch,168,82,3.12691e+07
cernvmbl003.cern.ch,168,82,3.1269e+07
cernvmbl003.cern.ch,168,82,3.12675e+07
cernvmbl003.cern.ch,168,82,3.12682e+07
cernvmbl003.cern.ch,168,82,3.12687e+07
cernvmbl003.cern.ch,168,82,3.12695e+07
cernvmbl003.cern.ch,168,82,3.12668e+07
cernvmbl003.cern.ch,168,82,3.1267e+07
cernvmbl003.cern.ch,168,82,3.12671e+07
cernvmbl003.cern.ch,168,82,3.12662e+07
cernvmbl003.cern.ch,168,82,3.12602e+07
cernvmbl003.cern.ch,168,82,3.12665e+07
cernvmbl003.cern.ch,168,82,3.12668e+07
cernvmbl003.cern.ch,168,82,3.12592e+07
cernvmbl003.cern.ch,168,82,3.1266e+07
cernvmbl003.cern.ch,168,82,3.12665e+07
cernvmbl003.cern.ch,168,82,3.1263e+07
cernvmbl003.cern.ch,168,82,3.12637e+07
cernvmbl003.cern.ch,168,82,3.12628e+07
cernvmbl003.cern.ch,168,82,3.12659e+07
cernvmbl003.cern.ch,168,82,3.12659e+07
cernvmbl003.cern.ch,168,82,3.12655e+07
cernvmbl003.cern.ch,168,82,3.12609e+07
cernvmbl003.cern.ch,168,82,3.12652e+07
cernvmbl003.cern.ch,168,82,3.12648e+07
cernvmbl003.cern.ch,168,82,3.12636e+07
cernvmbl003.cern.ch,168,82,3.12628e+07
cernvmbl003.cern.ch,168,82,3.12622e+07
cernvmbl003.cern.ch,168,82,3.12639e+07
cernvmbl003.cern.ch,168,82,3.12643e+07
cernvmbl003.cern.ch,168,82,3.12666e+07
cernvmbl003.cern.ch,168,82,3.1262e+07
cernvmbl003.cern.ch,168,82,3.12607e+07
cernvmbl003.cern.ch,168,82,3.12583e+07
cernvmbl003.cern.ch,168,82,3.12589e+07
cernvmbl003.cern.ch,168,82,3.12623e+07
cernvmbl003.cern.ch,168,82,3.12587e+07
