HostName,#reads,#writes,total_duration
cernvmbl003.cern.ch,190,60,1.21147e+08
cernvmbl003.cern.ch,190,60,1.21087e+08
cernvmbl003.cern.ch,190,60,1.2106e+08
cernvmbl003.cern.ch,190,60,1.21047e+08
cernvmbl003.cern.ch,190,60,1.21058e+08
cernvmbl003.cern.ch,190,60,1.21062e+08
cernvmbl003.cern.ch,190,60,1.21046e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21045e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21044e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21043e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.21042e+08
cernvmbl003.cern.ch,190,60,1.21041e+08
cernvmbl003.cern.ch,190,60,1.2104e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.2104e+08
cernvmbl003.cern.ch,190,60,1.2104e+08
cernvmbl003.cern.ch,190,60,1.21041e+08
cernvmbl003.cern.ch,190,60,1.21041e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.2104e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.21038e+08
cernvmbl003.cern.ch,190,60,1.21039e+08
cernvmbl003.cern.ch,190,60,1.21037e+08
cernvmbl003.cern.ch,190,60,1.21038e+08
cernvmbl003.cern.ch,190,60,1.21038e+08
cernvmbl003.cern.ch,190,60,1.21037e+08
cernvmbl003.cern.ch,190,60,1.21038e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21038e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21036e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21034e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21035e+08
cernvmbl003.cern.ch,190,60,1.21034e+08
cernvmbl003.cern.ch,190,60,1.21034e+08
cernvmbl003.cern.ch,190,60,1.21034e+08
cernvmbl003.cern.ch,190,60,1.21029e+08
cernvmbl003.cern.ch,190,60,1.21029e+08
cernvmbl003.cern.ch,190,60,1.21026e+08
cernvmbl005.cern.ch,180,70,1.21024e+08
cernvmbl005.cern.ch,180,70,1.21029e+08
cernvmbl005.cern.ch,180,70,1.21027e+08
cernvmbl005.cern.ch,180,70,1.2103e+08
cernvmbl005.cern.ch,180,70,1.21028e+08
cernvmbl005.cern.ch,180,70,1.21025e+08
cernvmbl005.cern.ch,180,70,1.21023e+08
cernvmbl005.cern.ch,180,70,1.21019e+08
cernvmbl005.cern.ch,180,70,1.21026e+08
cernvmbl005.cern.ch,180,70,1.21017e+08
cernvmbl005.cern.ch,180,70,1.21023e+08
cernvmbl005.cern.ch,180,70,1.2102e+08
cernvmbl005.cern.ch,180,70,1.21018e+08
cernvmbl005.cern.ch,180,70,1.21014e+08
cernvmbl005.cern.ch,180,70,1.21021e+08
cernvmbl005.cern.ch,180,70,1.21021e+08
cernvmbl005.cern.ch,180,70,1.21016e+08
cernvmbl005.cern.ch,180,70,1.21012e+08
cernvmbl005.cern.ch,180,70,1.21013e+08
cernvmbl005.cern.ch,180,70,1.21008e+08
cernvmbl005.cern.ch,180,70,1.21015e+08
cernvmbl005.cern.ch,180,70,1.21011e+08
cernvmbl005.cern.ch,180,70,1.2101e+08
cernvmbl005.cern.ch,180,70,1.21011e+08
cernvmbl005.cern.ch,180,70,1.2101e+08
cernvmbl005.cern.ch,180,70,1.21006e+08
cernvmbl005.cern.ch,180,70,1.21009e+08
cernvmbl005.cern.ch,180,70,1.20996e+08
cernvmbl005.cern.ch,180,70,1.21002e+08
cernvmbl005.cern.ch,180,70,1.21008e+08
cernvmbl005.cern.ch,180,70,1.21007e+08
cernvmbl005.cern.ch,180,70,1.21004e+08
cernvmbl005.cern.ch,180,70,1.21005e+08
cernvmbl005.cern.ch,180,70,1.21003e+08
cernvmbl005.cern.ch,180,70,1.21005e+08
cernvmbl005.cern.ch,180,70,1.21002e+08
cernvmbl005.cern.ch,180,70,1.21e+08
cernvmbl005.cern.ch,180,70,1.21001e+08
cernvmbl005.cern.ch,180,70,1.20999e+08
cernvmbl005.cern.ch,180,70,1.20997e+08
cernvmbl005.cern.ch,180,70,1.20996e+08
cernvmbl005.cern.ch,180,70,1.20998e+08
cernvmbl005.cern.ch,180,70,1.20988e+08
cernvmbl005.cern.ch,180,70,1.20986e+08
cernvmbl005.cern.ch,180,70,1.20993e+08
cernvmbl005.cern.ch,180,70,1.20995e+08
cernvmbl005.cern.ch,180,70,1.20991e+08
cernvmbl005.cern.ch,180,70,1.20989e+08
cernvmbl005.cern.ch,180,70,1.20994e+08
cernvmbl005.cern.ch,180,70,1.20992e+08
cernvmbl005.cern.ch,180,70,1.20979e+08
cernvmbl005.cern.ch,180,70,1.2099e+08
cernvmbl005.cern.ch,180,70,1.2099e+08
cernvmbl005.cern.ch,180,70,1.20983e+08
cernvmbl005.cern.ch,180,70,1.20976e+08
cernvmbl005.cern.ch,180,70,1.20984e+08
cernvmbl005.cern.ch,180,70,1.20975e+08
cernvmbl005.cern.ch,180,70,1.20985e+08
cernvmbl005.cern.ch,180,70,1.2098e+08
cernvmbl005.cern.ch,180,70,1.20982e+08
cernvmbl005.cern.ch,180,70,1.20978e+08
cernvmbl005.cern.ch,180,70,1.20977e+08
cernvmbl005.cern.ch,180,70,1.20973e+08
cernvmbl005.cern.ch,180,70,1.20972e+08
cernvmbl005.cern.ch,180,70,1.20974e+08
cernvmbl005.cern.ch,180,70,1.20971e+08
cernvmbl005.cern.ch,180,70,1.20973e+08
cernvmbl005.cern.ch,180,70,1.20966e+08
cernvmbl005.cern.ch,180,70,1.20962e+08
cernvmbl005.cern.ch,180,70,1.20976e+08
cernvmbl005.cern.ch,180,70,1.2097e+08
cernvmbl005.cern.ch,180,70,1.20969e+08
cernvmbl005.cern.ch,180,70,1.20953e+08
cernvmbl005.cern.ch,180,70,1.20957e+08
cernvmbl005.cern.ch,180,70,1.20969e+08
cernvmbl005.cern.ch,180,70,1.20967e+08
cernvmbl005.cern.ch,180,70,1.20965e+08
cernvmbl005.cern.ch,180,70,1.20968e+08
cernvmbl005.cern.ch,180,70,1.20959e+08
cernvmbl005.cern.ch,180,70,1.20958e+08
cernvmbl005.cern.ch,180,70,1.20953e+08
cernvmbl005.cern.ch,180,70,1.20964e+08
cernvmbl005.cern.ch,180,70,1.20966e+08
cernvmbl005.cern.ch,180,70,1.20963e+08
cernvmbl005.cern.ch,180,70,1.20961e+08
cernvmbl005.cern.ch,180,70,1.20946e+08
cernvmbl005.cern.ch,180,70,1.20951e+08
cernvmbl005.cern.ch,180,70,1.2096e+08
cernvmbl005.cern.ch,180,70,1.20948e+08
cernvmbl005.cern.ch,180,70,1.20956e+08
