HostName,#reads,#writes,total_duration
cernvmbl003.cern.ch,188,62,5.9352e+07
cernvmbl003.cern.ch,188,62,5.93111e+07
cernvmbl003.cern.ch,188,62,5.9322e+07
cernvmbl003.cern.ch,188,62,5.93406e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92935e+07
cernvmbl003.cern.ch,188,62,5.92917e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92933e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92931e+07
cernvmbl003.cern.ch,188,62,5.9293e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92917e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92917e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.9292e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92918e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.9292e+07
cernvmbl003.cern.ch,188,62,5.92922e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92925e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92922e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92922e+07
cernvmbl003.cern.ch,188,62,5.92923e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92928e+07
cernvmbl003.cern.ch,188,62,5.92924e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92927e+07
cernvmbl003.cern.ch,188,62,5.92915e+07
cernvmbl003.cern.ch,188,62,5.92908e+07
cernvmbl003.cern.ch,188,62,5.92926e+07
cernvmbl003.cern.ch,188,62,5.92915e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92915e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92913e+07
cernvmbl003.cern.ch,188,62,5.92929e+07
cernvmbl003.cern.ch,188,62,5.92914e+07
cernvmbl003.cern.ch,188,62,5.92916e+07
cernvmbl003.cern.ch,188,62,5.92912e+07
cernvmbl005.cern.ch,192,58,5.92916e+07
cernvmbl005.cern.ch,192,58,5.92911e+07
cernvmbl005.cern.ch,192,58,5.92919e+07
cernvmbl005.cern.ch,192,58,5.92916e+07
cernvmbl005.cern.ch,192,58,5.92924e+07
cernvmbl005.cern.ch,192,58,5.92915e+07
cernvmbl005.cern.ch,192,58,5.9292e+07
cernvmbl005.cern.ch,192,58,5.92916e+07
cernvmbl005.cern.ch,192,58,5.92917e+07
cernvmbl005.cern.ch,192,58,5.92917e+07
cernvmbl005.cern.ch,192,58,5.92922e+07
cernvmbl005.cern.ch,192,58,5.92919e+07
cernvmbl005.cern.ch,192,58,5.9292e+07
cernvmbl005.cern.ch,192,58,5.92924e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92924e+07
cernvmbl005.cern.ch,192,58,5.92927e+07
cernvmbl005.cern.ch,192,58,5.92927e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92933e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92932e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92933e+07
cernvmbl005.cern.ch,192,58,5.92939e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92939e+07
cernvmbl005.cern.ch,192,58,5.92941e+07
cernvmbl005.cern.ch,192,58,5.9294e+07
cernvmbl005.cern.ch,192,58,5.9294e+07
cernvmbl005.cern.ch,192,58,5.92942e+07
cernvmbl005.cern.ch,192,58,5.9294e+07
cernvmbl005.cern.ch,192,58,5.9294e+07
cernvmbl005.cern.ch,192,58,5.92941e+07
cernvmbl005.cern.ch,192,58,5.92944e+07
cernvmbl005.cern.ch,192,58,5.92942e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92945e+07
cernvmbl005.cern.ch,192,58,5.92927e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92932e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92938e+07
cernvmbl005.cern.ch,192,58,5.92931e+07
cernvmbl005.cern.ch,192,58,5.92933e+07
cernvmbl005.cern.ch,192,58,5.92936e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92936e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92937e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92938e+07
cernvmbl005.cern.ch,192,58,5.92937e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92934e+07
cernvmbl005.cern.ch,192,58,5.92934e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92937e+07
cernvmbl005.cern.ch,192,58,5.92936e+07
cernvmbl005.cern.ch,192,58,5.92937e+07
cernvmbl005.cern.ch,192,58,5.92937e+07
cernvmbl005.cern.ch,192,58,5.92932e+07
cernvmbl005.cern.ch,192,58,5.92935e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92927e+07
cernvmbl005.cern.ch,192,58,5.92933e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92929e+07
cernvmbl005.cern.ch,192,58,5.92926e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92928e+07
cernvmbl005.cern.ch,192,58,5.92932e+07
cernvmbl005.cern.ch,192,58,5.92934e+07
cernvmbl005.cern.ch,192,58,5.9293e+07
cernvmbl005.cern.ch,192,58,5.92961e+07
cernvmbl005.cern.ch,192,58,5.92959e+07
cernvmbl005.cern.ch,192,58,5.92961e+07
cernvmbl005.cern.ch,192,58,5.92959e+07
cernvmbl005.cern.ch,192,58,5.92961e+07
cernvmbl005.cern.ch,192,58,5.9296e+07
cernvmbl005.cern.ch,192,58,5.92965e+07
cernvmbl005.cern.ch,192,58,5.92965e+07
