HostName,#reads,#writes,total_duration
cernvmbl003.cern.ch,182,68,6.06201e+07
cernvmbl003.cern.ch,182,68,6.06257e+07
cernvmbl003.cern.ch,182,68,6.06326e+07
cernvmbl003.cern.ch,182,68,6.06305e+07
cernvmbl003.cern.ch,182,68,6.06318e+07
cernvmbl003.cern.ch,182,68,6.06304e+07
cernvmbl003.cern.ch,182,68,6.06343e+07
cernvmbl003.cern.ch,182,68,6.06335e+07
cernvmbl003.cern.ch,182,68,6.0636e+07
cernvmbl003.cern.ch,182,68,6.06349e+07
cernvmbl003.cern.ch,182,68,6.06365e+07
cernvmbl003.cern.ch,182,68,6.06375e+07
cernvmbl003.cern.ch,182,68,6.06416e+07
cernvmbl003.cern.ch,182,68,6.06381e+07
cernvmbl003.cern.ch,182,68,6.06389e+07
cernvmbl003.cern.ch,182,68,6.06426e+07
cernvmbl003.cern.ch,182,68,6.06398e+07
cernvmbl003.cern.ch,182,68,6.0645e+07
cernvmbl003.cern.ch,182,68,6.06409e+07
cernvmbl003.cern.ch,182,68,6.06435e+07
cernvmbl003.cern.ch,182,68,6.06606e+07
cernvmbl003.cern.ch,182,68,6.06442e+07
cernvmbl003.cern.ch,182,68,6.06457e+07
cernvmbl003.cern.ch,182,68,6.06476e+07
cernvmbl003.cern.ch,182,68,6.06483e+07
cernvmbl003.cern.ch,182,68,6.06467e+07
cernvmbl003.cern.ch,182,68,6.065e+07
cernvmbl003.cern.ch,182,68,6.0652e+07
cernvmbl003.cern.ch,182,68,6.07002e+07
cernvmbl003.cern.ch,182,68,6.06701e+07
cernvmbl003.cern.ch,182,68,6.06638e+07
cernvmbl003.cern.ch,182,68,6.06509e+07
cernvmbl003.cern.ch,182,68,6.06491e+07
cernvmbl003.cern.ch,182,68,6.06532e+07
cernvmbl003.cern.ch,182,68,6.06565e+07
cernvmbl003.cern.ch,182,68,6.0665e+07
cernvmbl003.cern.ch,182,68,6.06926e+07
cernvmbl003.cern.ch,182,68,6.06822e+07
cernvmbl003.cern.ch,182,68,6.06712e+07
cernvmbl003.cern.ch,182,68,6.06577e+07
cernvmbl003.cern.ch,182,68,6.06685e+07
cernvmbl003.cern.ch,182,68,6.0666e+07
cernvmbl003.cern.ch,182,68,6.06737e+07
cernvmbl003.cern.ch,182,68,6.06676e+07
cernvmbl003.cern.ch,182,68,6.06667e+07
cernvmbl003.cern.ch,182,68,6.06729e+07
cernvmbl003.cern.ch,182,68,6.06548e+07
cernvmbl003.cern.ch,182,68,6.06555e+07
cernvmbl003.cern.ch,182,68,6.0678e+07
cernvmbl003.cern.ch,182,68,6.06542e+07
cernvmbl003.cern.ch,182,68,6.06994e+07
cernvmbl003.cern.ch,182,68,6.06635e+07
cernvmbl003.cern.ch,182,68,6.06588e+07
cernvmbl003.cern.ch,182,68,6.06845e+07
cernvmbl003.cern.ch,182,68,6.06837e+07
cernvmbl003.cern.ch,182,68,6.06707e+07
cernvmbl003.cern.ch,182,68,6.06853e+07
cernvmbl003.cern.ch,182,68,6.06596e+07
cernvmbl003.cern.ch,182,68,6.06615e+07
cernvmbl003.cern.ch,182,68,6.06971e+07
cernvmbl003.cern.ch,182,68,6.0694e+07
cernvmbl003.cern.ch,182,68,6.06625e+07
cernvmbl003.cern.ch,182,68,6.06754e+07
cernvmbl003.cern.ch,182,68,6.06693e+07
cernvmbl003.cern.ch,182,68,6.06719e+07
cernvmbl003.cern.ch,182,68,6.06772e+07
cernvmbl003.cern.ch,182,68,6.06984e+07
cernvmbl003.cern.ch,182,68,6.06817e+07
cernvmbl003.cern.ch,182,68,6.06746e+07
cernvmbl003.cern.ch,182,68,6.06889e+07
cernvmbl003.cern.ch,182,68,6.06788e+07
cernvmbl003.cern.ch,182,68,6.06862e+07
cernvmbl003.cern.ch,182,68,6.06808e+07
cernvmbl003.cern.ch,182,68,6.06827e+07
cernvmbl003.cern.ch,182,68,6.06798e+07
cernvmbl003.cern.ch,182,68,6.06762e+07
cernvmbl003.cern.ch,182,68,6.06871e+07
cernvmbl003.cern.ch,182,68,6.06885e+07
cernvmbl003.cern.ch,182,68,6.06902e+07
cernvmbl003.cern.ch,182,68,6.06878e+07
cernvmbl003.cern.ch,182,68,6.06919e+07
cernvmbl003.cern.ch,182,68,6.07034e+07
cernvmbl003.cern.ch,182,68,6.06909e+07
cernvmbl003.cern.ch,182,68,6.06914e+07
cernvmbl003.cern.ch,182,68,6.07034e+07
cernvmbl003.cern.ch,182,68,6.06949e+07
cernvmbl003.cern.ch,182,68,6.06979e+07
cernvmbl003.cern.ch,182,68,6.06895e+07
cernvmbl003.cern.ch,182,68,6.07068e+07
cernvmbl003.cern.ch,182,68,6.0707e+07
cernvmbl003.cern.ch,182,68,6.07008e+07
cernvmbl003.cern.ch,182,68,6.06959e+07
cernvmbl003.cern.ch,182,68,6.06934e+07
cernvmbl003.cern.ch,182,68,6.07016e+07
cernvmbl003.cern.ch,182,68,6.07029e+07
cernvmbl003.cern.ch,182,68,6.07059e+07
cernvmbl003.cern.ch,182,68,6.07048e+07
cernvmbl003.cern.ch,182,68,6.06988e+07
cernvmbl003.cern.ch,182,68,6.07086e+07
cernvmbl003.cern.ch,182,68,6.07042e+07
cernvmbl005.cern.ch,178,72,6.07062e+07
cernvmbl005.cern.ch,178,72,6.07086e+07
cernvmbl005.cern.ch,178,72,6.07063e+07
cernvmbl005.cern.ch,178,72,6.07072e+07
cernvmbl005.cern.ch,178,72,6.07029e+07
cernvmbl005.cern.ch,178,72,6.07073e+07
cernvmbl005.cern.ch,178,72,6.07087e+07
cernvmbl005.cern.ch,178,72,6.07094e+07
cernvmbl005.cern.ch,178,72,6.07076e+07
cernvmbl005.cern.ch,178,72,6.07088e+07
cernvmbl005.cern.ch,178,72,6.07089e+07
cernvmbl005.cern.ch,178,72,6.07091e+07
cernvmbl005.cern.ch,178,72,6.07089e+07
cernvmbl005.cern.ch,178,72,6.07093e+07
cernvmbl005.cern.ch,178,72,6.07094e+07
cernvmbl005.cern.ch,178,72,6.07085e+07
cernvmbl005.cern.ch,178,72,6.07139e+07
cernvmbl005.cern.ch,178,72,6.07106e+07
cernvmbl005.cern.ch,178,72,6.07102e+07
cernvmbl005.cern.ch,178,72,6.07078e+07
cernvmbl005.cern.ch,178,72,6.07102e+07
cernvmbl005.cern.ch,178,72,6.07101e+07
cernvmbl005.cern.ch,178,72,6.071e+07
cernvmbl005.cern.ch,178,72,6.07079e+07
cernvmbl005.cern.ch,178,72,6.07117e+07
cernvmbl005.cern.ch,178,72,6.07103e+07
cernvmbl005.cern.ch,178,72,6.07105e+07
cernvmbl005.cern.ch,178,72,6.07109e+07
cernvmbl005.cern.ch,178,72,6.0711e+07
cernvmbl005.cern.ch,178,72,6.0711e+07
cernvmbl005.cern.ch,178,72,6.07114e+07
cernvmbl005.cern.ch,178,72,6.07113e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.07119e+07
cernvmbl005.cern.ch,178,72,6.07119e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.0712e+07
cernvmbl005.cern.ch,178,72,6.07115e+07
cernvmbl005.cern.ch,178,72,6.07118e+07
cernvmbl005.cern.ch,178,72,6.07116e+07
cernvmbl005.cern.ch,178,72,6.07122e+07
cernvmbl005.cern.ch,178,72,6.07125e+07
cernvmbl005.cern.ch,178,72,6.07131e+07
cernvmbl005.cern.ch,178,72,6.07126e+07
cernvmbl005.cern.ch,178,72,6.07133e+07
cernvmbl005.cern.ch,178,72,6.07131e+07
cernvmbl005.cern.ch,178,72,6.07131e+07
cernvmbl005.cern.ch,178,72,6.07127e+07
cernvmbl005.cern.ch,178,72,6.07129e+07
cernvmbl005.cern.ch,178,72,6.07134e+07
cernvmbl005.cern.ch,178,72,6.07131e+07
cernvmbl005.cern.ch,178,72,6.07137e+07
cernvmbl005.cern.ch,178,72,6.07135e+07
cernvmbl005.cern.ch,178,72,6.07134e+07
cernvmbl005.cern.ch,178,72,6.07133e+07
cernvmbl005.cern.ch,178,72,6.07133e+07
cernvmbl005.cern.ch,178,72,6.07142e+07
cernvmbl005.cern.ch,178,72,6.07135e+07
cernvmbl005.cern.ch,178,72,6.07153e+07
cernvmbl005.cern.ch,178,72,6.07143e+07
cernvmbl005.cern.ch,178,72,6.07147e+07
cernvmbl005.cern.ch,178,72,6.0714e+07
cernvmbl005.cern.ch,178,72,6.07144e+07
cernvmbl005.cern.ch,178,72,6.07146e+07
cernvmbl005.cern.ch,178,72,6.0715e+07
cernvmbl005.cern.ch,178,72,6.0715e+07
cernvmbl005.cern.ch,178,72,6.0715e+07
cernvmbl005.cern.ch,178,72,6.07155e+07
cernvmbl005.cern.ch,178,72,6.07153e+07
cernvmbl005.cern.ch,178,72,6.07157e+07
cernvmbl005.cern.ch,178,72,6.07154e+07
cernvmbl005.cern.ch,178,72,6.07156e+07
cernvmbl005.cern.ch,178,72,6.07155e+07
cernvmbl005.cern.ch,178,72,6.07164e+07
cernvmbl005.cern.ch,178,72,6.07162e+07
cernvmbl005.cern.ch,178,72,6.0716e+07
cernvmbl005.cern.ch,178,72,6.07167e+07
cernvmbl005.cern.ch,178,72,6.07159e+07
cernvmbl005.cern.ch,178,72,6.0716e+07
cernvmbl005.cern.ch,178,72,6.07163e+07
cernvmbl005.cern.ch,178,72,6.07165e+07
cernvmbl005.cern.ch,178,72,6.07162e+07
cernvmbl005.cern.ch,178,72,6.07169e+07
cernvmbl005.cern.ch,178,72,6.07168e+07
cernvmbl005.cern.ch,178,72,6.07168e+07
cernvmbl005.cern.ch,178,72,6.07165e+07
cernvmbl005.cern.ch,178,72,6.07168e+07
cernvmbl005.cern.ch,178,72,6.07165e+07
cernvmbl005.cern.ch,178,72,6.07167e+07
cernvmbl005.cern.ch,178,72,6.07167e+07
cernvmbl005.cern.ch,178,72,6.07166e+07
cernvmbl005.cern.ch,178,72,6.07165e+07
cernvmbl005.cern.ch,178,72,6.07171e+07
cernvmbl005.cern.ch,178,72,6.07172e+07
cernvmbl005.cern.ch,178,72,6.07171e+07
cernvmbl005.cern.ch,178,72,6.07171e+07
cernvmbl005.cern.ch,178,72,6.07173e+07
